run_id,model,workflow,version,replicate,status,primary,R,P,F1,E,B,calls,known_output_tokens,missing_token_calls,unaccounted_infrastructure_attempts,report_path,report_sha256
1a87643398283251__sequential__astra_medium__r008,astra_medium,sequential,surprising,r008,completed,1,0.6666666666666666,0.9814814814814815,79.4007490636704,64.66666666666667,100.0,100,70078,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__astra_medium__r008/report.json,e88fd6bd2b9cad9b1d90c184f1a5a80b3771639fa576bceaf8e84758eba07750
1a87643398283251__sequential__luna_medium__r001,luna_medium,sequential,surprising,r001,completed,1,0.5,1.0,66.66666666666667,42.666666666666664,,110,67555,10,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__luna_medium__r001/report.json,d280494e8e1466c83417171aa380b6c54feb0f9740a4b9fd54f6d8fa3b973335
1a87643398283251__sequential__luna_medium__r002,luna_medium,sequential,surprising,r002,completed,0,0.16666666666666666,0.7848101265822784,27.494456762749444,28.0,,101,68333,1,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__luna_medium__r002/report.json,076a4a177d61a21932769a6d7e20c343aa0b609f6c8c1d7369bf65b2c4b956b5
1a87643398283251__sequential__luna_medium__r003,luna_medium,sequential,surprising,r003,completed,1,0.3333333333333333,1.0,49.99999999999999,33.333333333333336,,100,65104,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__luna_medium__r003/report.json,cec27b9efdb3786d237d2cfb7f024a2448c6a6b6ead8d205acaad83e8ace4f89
1a87643398283251__sequential__luna_medium__r004,luna_medium,sequential,surprising,r004,completed,0,0.16666666666666666,0.4264705882352941,23.966942148760324,50.0,46.666666666666664,100,71331,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__luna_medium__r004/report.json,b269c2f7c642bee2d2a8609e07e052fcf5557fc678d27f1b811a2f14d25081cc
1a87643398283251__sequential__luna_medium__r005,luna_medium,sequential,surprising,r005,completed,1,0.5,0.8484848484848485,62.92134831460673,61.333333333333336,83.33333333333333,102,73904,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__luna_medium__r005/report.json,65f085afa260de58218bd1649071aa273cf4041542e7b08e4a58c3e1e9458d9a
1a87643398283251__sequential__luna_medium__r006,luna_medium,sequential,surprising,r006,completed,1,0.5,0.9636363636363636,65.83850931677019,60.666666666666664,88.88888888888887,101,79091,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__luna_medium__r006/report.json,a49fc451d6198b9d387182b073f451bf2e44aefa425775ab12fc902696ef38db
1a87643398283251__sequential__luna_medium__r007,luna_medium,sequential,surprising,r007,completed,1,0.6666666666666666,1.0,80.0,54.0,88.88888888888887,103,73544,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__luna_medium__r007/report.json,eb35aaa743e0992eb58460766fb007e002b823315000511dbe168f4c1e9708e1
1a87643398283251__sequential__luna_medium__r008,luna_medium,sequential,surprising,r008,completed,0,0.16666666666666666,0.99,28.53025936599423,16.666666666666668,66.66666666666667,101,70748,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__luna_medium__r008/report.json,3eae9a716798f2fe91bbac0863fa3174ac75a3c494fe212b6c8da1b2084dd675
1a87643398283251__sequential__sol_medium__r001,sol_medium,sequential,surprising,r001,completed,1,0.6666666666666666,0.926829268292683,77.55102040816325,62.0,100.0,100,166481,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__sol_medium__r001/report.json,6e5d39fe0e711b4e70cb86e81842f7b3219da3d53a3108dbc82fac2395291ba9
1a87643398283251__sequential__sol_medium__r002,sol_medium,sequential,surprising,r002,completed,1,0.6666666666666666,0.9625,78.77237851662403,63.333333333333336,100.0,101,179589,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__sol_medium__r002/report.json,9b6117fe90cb32c8d79dccf2c6336bf50c88b35a543d48f437bc8b92b4461754
1a87643398283251__sequential__sol_medium__r003,sol_medium,sequential,surprising,r003,completed,1,0.6666666666666666,0.7525773195876289,70.70217917675545,64.66666666666667,83.33333333333333,101,169301,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__sol_medium__r003/report.json,bf7c63da44edf460fe6498941c4e2c43a90ab1be5b88c0755b16e5bdccf3551a
1a87643398283251__sequential__sol_medium__r004,sol_medium,sequential,surprising,r004,completed,1,0.6666666666666666,0.9530201342281879,78.45303867403312,62.0,100.0,100,179262,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__sol_medium__r004/report.json,18df87e05d247fe24ceb38a9e3863eae3fe3655cef7d120f6ddeadb4ec034551
1a87643398283251__sequential__sol_medium__r005,sol_medium,sequential,surprising,r005,completed,1,0.6666666666666666,0.8333333333333334,74.07407407407406,60.666666666666664,58.333333333333336,100,172039,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__sol_medium__r005/report.json,80b61fac595ba26e4fb8eea23f42ae85dc837c6d100fc3b71b58ae6e5d4e0b44
1a87643398283251__sequential__sol_medium__r006,sol_medium,sequential,surprising,r006,completed,1,0.6666666666666666,0.9814814814814815,79.4007490636704,62.0,100.0,100,157508,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__sol_medium__r006/report.json,d2900d44c2016cdac182b77ef4ca694f7987e29bbfc0034ba1954fbd6efb38e3
1a87643398283251__sequential__sol_medium__r007,sol_medium,sequential,surprising,r007,completed,1,0.6666666666666666,0.8545454545454545,74.9003984063745,63.333333333333336,77.77777777777779,101,176093,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__sol_medium__r007/report.json,d80a3c48ede02b0ff395fc280e34acf20cfebbe97d1a922d548bed499a22e582
1a87643398283251__sequential__sol_medium__r008,sol_medium,sequential,surprising,r008,completed,1,0.6666666666666666,0.958041958041958,78.62266857962696,56.666666666666664,77.77777777777779,101,171824,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__sol_medium__r008/report.json,5dc33cc1e2566ac684a9b73f9bed2d80186075f3bf2559cd654545e012b9b8d6
1a87643398283251__sequential__terra_medium__r001,terra_medium,sequential,surprising,r001,completed,1,0.6666666666666666,1.0,80.0,64.0,,101,55889,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__terra_medium__r001/report.json,e4c06edcc8f4729d42216b7bb05188fcf73a65dc01fe95cf8fde4a660a2538ba
1a87643398283251__sequential__terra_medium__r002,terra_medium,sequential,surprising,r002,completed,1,0.6666666666666666,1.0,80.0,62.666666666666664,100.0,100,61703,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__terra_medium__r002/report.json,8a4fc2b6d397c85ceca2f36a0c2ce2fcf37384f335c63a5d8e1f61ee8648a146
1a87643398283251__sequential__terra_medium__r003,terra_medium,sequential,surprising,r003,completed,1,0.6666666666666666,1.0,80.0,64.0,100.0,100,54391,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__terra_medium__r003/report.json,bd5fdb21c9ee9a9b411ba18d88c927f5ff058302f0150229db5086e60bcad4a8
1a87643398283251__sequential__terra_medium__r004,terra_medium,sequential,surprising,r004,completed,1,0.6666666666666666,0.8695652173913043,75.47169811320754,65.33333333333333,91.66666666666667,100,65427,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__terra_medium__r004/report.json,e10f2cb6dabbff5741f068ef24a57e6b1f8bf9fa9baafe66d8190b3ab84a2eb0
1a87643398283251__sequential__terra_medium__r005,terra_medium,sequential,surprising,r005,completed,1,0.5,1.0,66.66666666666667,63.333333333333336,100.0,100,59016,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__terra_medium__r005/report.json,d6841c2eb22956ebd6768c2d7a8302a48e832ebc7dc9ad7521692eed6d54024f
1a87643398283251__sequential__terra_medium__r006,terra_medium,sequential,surprising,r006,completed,1,0.6666666666666666,1.0,80.0,61.333333333333336,100.0,100,61825,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__terra_medium__r006/report.json,3b44b92226248dcd1b5efdce396f23f2e3daa39d7326ad31fb308f7922a7ac1d
1a87643398283251__sequential__terra_medium__r007,terra_medium,sequential,surprising,r007,completed,1,0.6666666666666666,0.9047619047619048,76.76767676767676,63.333333333333336,72.22222222222221,100,58281,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__terra_medium__r007/report.json,430bef9c271e73849e3984060eca71701071fc00a7c3872b55374ce2f2eb51bb
1a87643398283251__sequential__terra_medium__r008,terra_medium,sequential,surprising,r008,completed,1,0.6666666666666666,1.0,80.0,58.666666666666664,100.0,100,59774,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__sequential__terra_medium__r008/report.json,0b0d1618826f38f39e6302de9f3fdd18a67ffed75f7f0b8ca4855b80af6a1c2a
a561a12e2075ee78__deliberative__astra_medium__r001,astra_medium,deliberative,expected,r001,completed,1,0.6666666666666666,1.0,80.0,64.0,100.0,303,272040,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__astra_medium__r001/report.json,8b01fbed6e0bae9d1b2cd436e76e0c6ccffd4b3a0b6c322ab8e95481d34ec0e9
a561a12e2075ee78__deliberative__astra_medium__r002,astra_medium,deliberative,expected,r002,completed,1,0.6666666666666666,1.0,80.0,64.0,100.0,305,267759,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__astra_medium__r002/report.json,60cfae9970eba3fdb0bbd26db419c2b62703c0ac074c239f79e08b861f8f77c3
a561a12e2075ee78__deliberative__astra_medium__r003,astra_medium,deliberative,expected,r003,completed,1,0.6666666666666666,0.9636363636363636,78.81040892193307,64.0,100.0,304,255152,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__astra_medium__r003/report.json,1b3ee6a552873419d8811233e7e850d9ca4ef2c7a3d5d42cef971b15d5f5b125
a561a12e2075ee78__deliberative__astra_medium__r004,astra_medium,deliberative,expected,r004,completed,1,0.6666666666666666,0.9830508474576272,79.45205479452054,64.44444444444444,100.0,303,259511,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__astra_medium__r004/report.json,bb0dc69c48e46ec161976008c39428ea13ee9a8688ec8095f688a5dceab51e26
a561a12e2075ee78__deliberative__astra_medium__r005,astra_medium,deliberative,expected,r005,completed,1,0.6666666666666666,0.8888888888888888,76.19047619047618,63.55555555555556,100.0,305,276436,0,3,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__astra_medium__r005/report.json,ed3b66b2648ef21f334f669b03b6dba03f360248fa79355310c2fb276344bfc7
a561a12e2075ee78__deliberative__luna_medium__r001,luna_medium,deliberative,expected,r001,completed,0,0.1111111111111111,1.0,20.0,11.11111111111111,100.0,311,214308,8,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__luna_medium__r001/report.json,cc8083b27be7d9b0e0c92a66c5eb23e1d164c382abfc982f373a23a64318f416
a561a12e2075ee78__deliberative__luna_medium__r002,luna_medium,deliberative,expected,r002,completed,0,0.1111111111111111,0.6862745098039216,19.12568306010929,11.11111111111111,100.0,309,222238,6,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__luna_medium__r002/report.json,f6d67c5b486d892c00024e54dc0876a40f747cfaab42dd9b58ef629547ee6c6a
a561a12e2075ee78__deliberative__luna_medium__r003,luna_medium,deliberative,expected,r003,completed,1,0.3333333333333333,0.8313253012048193,47.586206896551715,25.333333333333332,,302,245394,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__luna_medium__r003/report.json,b1dfb508c13cac8a87fac912751041f1838a35ace8329f039087d49b71fb6208
a561a12e2075ee78__deliberative__luna_medium__r004,luna_medium,deliberative,expected,r004,completed,1,0.5555555555555555,0.9605263157894737,70.39537126325939,49.77777777777777,83.33333333333333,303,234374,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__luna_medium__r004/report.json,d759dd1b05e675d236a192ac8422ca46917ee950f0892e247a8c9101d7a1aff3
a561a12e2075ee78__deliberative__luna_medium__r005,luna_medium,deliberative,expected,r005,completed,1,0.6666666666666666,1.0,80.0,60.44444444444444,,301,217769,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__luna_medium__r005/report.json,5d87ceaf084e1b9be315a7f4658234ac9f69dad862ab8af23c79c3b479696019
a561a12e2075ee78__deliberative__luna_medium__r006,luna_medium,deliberative,expected,r006,completed,1,0.2222222222222222,0.8448275862068966,35.188509874326755,22.22222222222222,66.66666666666667,302,216249,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__luna_medium__r006/report.json,b39478c0f3f87eb8734a331922daa170ddff1781dcbec7956da5d2a2bd8a3992
a561a12e2075ee78__deliberative__luna_medium__r007,luna_medium,deliberative,expected,r007,completed,1,0.2222222222222222,0.8507462686567164,35.23956723338485,47.11111111111111,,302,218060,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__luna_medium__r007/report.json,3d723fd00fe85b32c721f4d1e4ec74a620746b6623e4703bb864980a15714b44
a561a12e2075ee78__deliberative__sol_medium__r001,sol_medium,deliberative,expected,r001,completed,1,0.6666666666666666,0.8181818181818182,73.46938775510203,62.22222222222223,44.444444444444436,300,532981,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r001/report.json,453837c64bd12eca457b58d5019b2875a46397230527bee60e293c5da65eb7c0
a561a12e2075ee78__deliberative__sol_medium__r002,sol_medium,deliberative,expected,r002,completed,1,0.6666666666666666,0.9433962264150944,78.12499999999999,60.0,100.0,300,540874,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r002/report.json,0067a59374cc7b94508f66958dfa5a56e8771d5107f0d716ed5ed90886d679b0
a561a12e2075ee78__deliberative__sol_medium__r003,sol_medium,deliberative,expected,r003,completed,1,0.6666666666666666,0.9097744360902256,76.94753577106516,61.77777777777777,100.0,300,562507,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r003/report.json,9e70fc4f128d9ef5da35369cd03251c80f1abe62b9db9fa70270ca237eb22bac
a561a12e2075ee78__deliberative__sol_medium__r004,sol_medium,deliberative,expected,r004,completed,1,0.6666666666666666,0.9439252336448598,78.14313346228238,60.88888888888889,100.0,301,542905,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r004/report.json,ad7735885343c2f2ab3e945e864c52786033ada178f7e5df94ea959c7579c902
a561a12e2075ee78__deliberative__sol_medium__r005,sol_medium,deliberative,expected,r005,completed,1,0.6666666666666666,0.9848484848484849,79.51070336391437,62.22222222222223,100.0,300,476053,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r005/report.json,1f6eb55e7c2413d7e01aba32f7ccf0f617c79b94dc9da29f53b17c530571dbcc
a561a12e2075ee78__deliberative__terra_medium__r001,terra_medium,deliberative,expected,r001,completed,1,0.6666666666666666,1.0,80.0,59.55555555555556,100.0,301,174115,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__terra_medium__r001/report.json,b5dee0a8da276bd2341fb111300dd4524a8dc49130eb87deaa57ac5a476a1372
a561a12e2075ee78__deliberative__terra_medium__r002,terra_medium,deliberative,expected,r002,completed,1,0.6666666666666666,1.0,80.0,62.22222222222223,,300,164338,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__terra_medium__r002/report.json,ad4966df07517a672388bdce94a2a540275d4b55e1d2489c9d3a7b32917ac9fc
a561a12e2075ee78__deliberative__terra_medium__r003,terra_medium,deliberative,expected,r003,completed,1,0.6666666666666666,0.9761904761904762,79.2270531400966,59.11111111111111,100.0,300,186175,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__terra_medium__r003/report.json,61829bb0cbd21fa3e76d2ee8f8a9e92404e4828a33020928af1b634d8d55d0fe
a561a12e2075ee78__deliberative__terra_medium__r004,terra_medium,deliberative,expected,r004,completed,0,0.4444444444444444,1.0,61.53846153846154,45.333333333333336,,300,183738,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__terra_medium__r004/report.json,7d210c8d8e0f1e26f172da1bc7eca9a8e6f60e2105f7393cae38f150d3ba021b
a561a12e2075ee78__deliberative__terra_medium__r005,terra_medium,deliberative,expected,r005,completed,1,0.6666666666666666,1.0,80.0,62.22222222222223,,300,148061,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__terra_medium__r005/report.json,4e26d387b5cfe22296a9500be7e91bfdad2f25b947c11ca6dfb25bb8b274b44e
a561a12e2075ee78__deliberative__terra_medium__r006,terra_medium,deliberative,expected,r006,completed,1,0.6666666666666666,1.0,80.0,61.333333333333336,,301,182726,0,3,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__terra_medium__r006/report.json,34ee3e0a0bd92d54b11c20274538da85c24776362f5cf837b56ba4ab48da6685
a561a12e2075ee78__deliberative__terra_medium__r007,terra_medium,deliberative,expected,r007,completed,1,0.6666666666666666,1.0,80.0,60.88888888888889,83.33333333333333,301,182853,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__terra_medium__r007/report.json,7ae58572afc6fc401359fb1b432de63280bce929a6d5dff3ddb6505c052a1226
a561a12e2075ee78__deliberative__terra_medium__r008,terra_medium,deliberative,expected,r008,completed,1,0.6666666666666666,1.0,80.0,63.55555555555556,,300,157062,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__terra_medium__r008/report.json,7375406affc85d11695bcf7628e66b25fe801e5bf538aaf64b67cb0a89871781
a561a12e2075ee78__persistent__astra_medium__r001,astra_medium,persistent,expected,r001,completed,1,0.6666666666666666,0.8571428571428571,74.99999999999999,64.44444444444444,75.0,101,82042,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__astra_medium__r001/report.json,b0669b428fddad4fac1e1afa8adefc3727f59badce597a7b3cc7e6402546d7e1
a561a12e2075ee78__persistent__astra_medium__r002,astra_medium,persistent,expected,r002,completed,1,0.6666666666666666,0.9583333333333334,78.63247863247862,64.44444444444444,95.23809523809524,107,95897,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__astra_medium__r002/report.json,0708e5fa09cb812576e2981f2554a5521c2f68b848726db81f1898b3cbaf9f9b
a561a12e2075ee78__persistent__astra_medium__r003,astra_medium,persistent,expected,r003,completed,1,0.6666666666666666,0.958904109589041,78.65168539325842,63.55555555555556,100.0,104,90473,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__astra_medium__r003/report.json,8cc3dc60a454773e7885abf9a7426ebe444fa5c3c449965ba71cda5dc033a292
a561a12e2075ee78__persistent__astra_medium__r004,astra_medium,persistent,expected,r004,completed,1,0.6666666666666666,1.0,80.0,64.44444444444444,100.0,104,88630,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__astra_medium__r004/report.json,07da0a7722cdb45c020dc3f718e2631fe4e919d7bf51a979f5a77e435d560ae0
a561a12e2075ee78__persistent__astra_medium__r005,astra_medium,persistent,expected,r005,completed,1,0.6666666666666666,0.8888888888888888,76.19047619047618,64.44444444444444,100.0,105,87553,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__astra_medium__r005/report.json,5b21cdc74c24f1ef2e09af28d5cbf5ebdc8634e7f86718d691a18e6186a4087b
a561a12e2075ee78__persistent__astra_medium__r006,astra_medium,persistent,expected,r006,completed,1,0.6666666666666666,0.9615384615384616,78.74015748031496,64.0,88.88888888888887,109,90949,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__astra_medium__r006/report.json,8c31d686286f6c9318fe371be96d55aedaa5b41068ede8274cb453d4ecc735fe
a561a12e2075ee78__persistent__astra_medium__r007,astra_medium,persistent,expected,r007,completed,1,0.6666666666666666,0.8695652173913043,75.47169811320754,64.44444444444444,100.0,105,93657,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__astra_medium__r007/report.json,a779d1d2bcbcba38e30fe561dc925ea9787f1b0e30337859e4efc1c3e527133e
a561a12e2075ee78__persistent__astra_medium__r008,astra_medium,persistent,expected,r008,completed,1,0.6666666666666666,0.9318181818181818,77.72511848341232,64.44444444444444,91.66666666666667,101,85211,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__astra_medium__r008/report.json,f3e91096c1089e8ed19dd6eefa21a274843d24370ab3a42d6f9a400001218cd6
a561a12e2075ee78__persistent__luna_medium__r001,luna_medium,persistent,expected,r001,failed,1,0.3333333333333333,0.8604651162790697,48.051948051948045,65.77777777777777,80.0,108,71174,9,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__luna_medium__r001/report.json,5c76685d3d5b5ef1dbbf2b99a15b6734a6058300024712d92502507db36a5c0c
a561a12e2075ee78__persistent__luna_medium__r002,luna_medium,persistent,expected,r002,completed,1,0.6666666666666666,0.9797979797979798,79.34560327198363,54.22222222222223,,102,71422,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__luna_medium__r002/report.json,31595825f1b435f75e0a21df884ac9312a174ff262815d05349cf55f3aaa90a7
a561a12e2075ee78__persistent__luna_medium__r003,luna_medium,persistent,expected,r003,completed,0,0.1111111111111111,1.0,20.0,11.11111111111111,83.33333333333333,104,70195,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__luna_medium__r003/report.json,ab6e4860cf967bab90d8c69907c8ed2318e97d5ce15c9187b00499e61c1d7fb5
a561a12e2075ee78__persistent__luna_medium__r004,luna_medium,persistent,expected,r004,completed,1,0.6666666666666666,0.9935483870967742,79.79274611398962,45.333333333333336,66.66666666666667,101,70217,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__luna_medium__r004/report.json,81759cd2876cfa546bf99f1fab7f19cb3803dce21c8275faa4004ddc7003cf84
a561a12e2075ee78__persistent__luna_medium__r005,luna_medium,persistent,expected,r005,completed,1,0.3333333333333333,0.515625,40.49079754601227,53.333333333333336,,102,79860,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__luna_medium__r005/report.json,7cc5fecb0fdb4a42e37f73fc329eac17e57342690c9ef6d096fd1ce220636361
a561a12e2075ee78__persistent__luna_medium__r006,luna_medium,persistent,expected,r006,completed,1,0.4444444444444444,0.963302752293578,60.825488776249095,52.0,66.66666666666667,101,73433,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__luna_medium__r006/report.json,9db5883ede4584d704e08648b6d7b0840788ea35e00a2ef1e2205a859d7d4b8a
a561a12e2075ee78__persistent__luna_medium__r007,luna_medium,persistent,expected,r007,completed,0,0.1111111111111111,1.0,20.0,11.11111111111111,,101,73004,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__luna_medium__r007/report.json,5025c64b82b81db67216fc1575da134f8687f7f86c69fc302ef09d3e553defec
