metric,llm,harness,workflow,reasoning_effort,condition,value,ci95_low,ci95_high,ci_method,ci_status,ci_valid_resamples,runs_planned,runs_attempted,runs_completed,runs_failed,runs_unfinished,runs_queued,reports_included,metric_available_runs,response_supported_available_runs,response_excluded_available_runs,response_ambiguous_available_runs
recall,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,expected-masked,66.66666666666666,66.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,8,2,0,0,10,10,9,8,4
recall,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,surprising-unmasked,56.66666666666666,41.666666666666664,66.66666666666666,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
recall,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,surprising-masked,66.66666666666666,66.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,9,8
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,expected-unmasked,59.99999999999999,49.99999999999999,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,1
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,expected-masked,58.88888888888888,47.777777777777764,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,surprising-unmasked,59.99999999999999,49.99999999999999,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,surprising-masked,58.33333333333333,49.999999999999986,66.66666666666666,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,10,6
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,expected-unmasked,46.66666666666666,36.66666666666666,56.666666666666664,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,2
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,expected-masked,59.99999999999999,49.999999999999986,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,surprising-unmasked,53.33333333333333,45.0,60.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,surprising-masked,61.66666666666666,53.33333333333333,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,expected-unmasked,53.33333333333333,43.33333333333333,63.33333333333333,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,2
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,expected-masked,49.99999999999999,35.55555555555555,63.33333333333333,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,surprising-unmasked,56.66666666666666,46.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,2
recall,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,surprising-masked,51.66666666666666,39.999999999999986,63.33333333333333,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,expected-unmasked,38.888888888888886,31.111111111111104,48.88888888888888,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,expected-masked,65.55555555555554,63.333333333333314,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,3
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,surprising-unmasked,49.99999999999999,39.999999999999986,59.999999999999986,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,10,9
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,surprising-masked,66.66666666666666,66.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,7
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,expected-unmasked,42.222222222222214,29.999999999999993,54.444444444444436,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,expected-masked,66.66666666666666,66.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,surprising-unmasked,53.33333333333333,41.666666666666664,63.33333333333333,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,9
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,surprising-masked,66.66666666666666,66.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,expected-unmasked,56.66666666666666,46.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,4
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,expected-masked,66.66666666666666,66.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,7,3,0,0,10,10,10,10,6
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,surprising-unmasked,56.66666666666666,48.33333333333333,64.99999999999999,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
recall,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,surprising-masked,66.66666666666666,66.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,10,5
f1,gpt-6-astra,Codex,persistent,medium,expected-unmasked,80.31718962538274,78.49400513564635,82.97614317041223,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
f1,gpt-6-astra,Codex,persistent,medium,expected-masked,77.63090501905839,76.52251427960051,78.72150297592569,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-6-astra,Codex,persistent,medium,surprising-unmasked,77.75593581682466,76.35584314864616,78.99676500166605,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,9
f1,gpt-6-astra,Codex,persistent,medium,surprising-masked,78.83312040572739,76.5441893700913,81.82558365514849,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-6-astra,Codex,sequential,medium,expected-unmasked,76.17441951812263,70.20494622472083,79.50560589011369,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,8
f1,gpt-6-astra,Codex,sequential,medium,expected-masked,82.42695834027724,79.11034938882253,85.921076675213,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
f1,gpt-6-astra,Codex,sequential,medium,surprising-unmasked,80.52039819134237,78.0617830010141,84.44095559404141,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
f1,gpt-6-astra,Codex,sequential,medium,surprising-masked,76.97862618515106,74.04729769640808,80.25619190985731,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-6-astra,Codex,deliberative,medium,expected-unmasked,80.77702061142442,79.4291020536078,83.13883605933816,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
f1,gpt-6-astra,Codex,deliberative,medium,expected-masked,78.23468071225656,77.26585453948249,79.13872197410416,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-6-astra,Codex,deliberative,medium,surprising-unmasked,79.77714693904056,79.54882042433181,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
f1,gpt-6-astra,Codex,deliberative,medium,surprising-masked,77.822157964868,76.00897088262624,79.38714450106855,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-5.6-sol,Codex,persistent,medium,expected-unmasked,75.63825199451489,69.73955093351756,78.81555232216027,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,9
f1,gpt-5.6-sol,Codex,persistent,medium,expected-masked,78.6900906466222,78.14240933043682,79.24588008523605,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
f1,gpt-5.6-sol,Codex,persistent,medium,surprising-unmasked,72.3862387062535,62.00224514745658,78.41795913208358,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,9
f1,gpt-5.6-sol,Codex,persistent,medium,surprising-masked,77.58275441449291,75.58848131944711,78.99389994969384,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-5.6-sol,Codex,sequential,medium,expected-unmasked,66.32601000195336,54.34969434831522,77.41478728110455,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
f1,gpt-5.6-sol,Codex,sequential,medium,expected-masked,78.2840071771399,77.3085764850228,79.01895583448179,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,10
f1,gpt-5.6-sol,Codex,sequential,medium,surprising-unmasked,68.98070322396592,57.58833482736582,77.1399025125315,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
f1,gpt-5.6-sol,Codex,sequential,medium,surprising-masked,75.89411314352834,73.52392460992439,77.85202352789055,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-5.6-sol,Codex,deliberative,medium,expected-unmasked,60.15229750042495,45.392913326433906,73.21389717263988,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-5.6-sol,Codex,deliberative,medium,expected-masked,77.89535438582872,76.67650084034727,78.87791265883163,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-5.6-sol,Codex,deliberative,medium,surprising-unmasked,49.64757777388749,35.10461622211954,64.44542987414616,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
f1,gpt-5.6-sol,Codex,deliberative,medium,surprising-masked,77.1757931034325,74.8026539032579,79.06419248099198,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
f1,gpt-5.6-terra,Codex,persistent,medium,expected-unmasked,64.32326117846277,49.92462311557789,75.99558345187397,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,4
f1,gpt-5.6-terra,Codex,persistent,medium,expected-masked,79.49258149299223,79.18151543476735,79.78511907295497,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
f1,gpt-5.6-terra,Codex,persistent,medium,surprising-unmasked,73.44314715245514,66.78719224152506,78.38943056794395,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
f1,gpt-5.6-terra,Codex,persistent,medium,surprising-masked,75.0970515970516,68.36977886977887,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-5.6-terra,Codex,sequential,medium,expected-unmasked,65.45506935662014,54.944728756246356,75.84172523431435,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
f1,gpt-5.6-terra,Codex,sequential,medium,expected-masked,79.68211920529801,79.04635761589404,80.0,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
f1,gpt-5.6-terra,Codex,sequential,medium,surprising-unmasked,67.62490833616064,56.527341378256416,76.25613548168288,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,9
f1,gpt-5.6-terra,Codex,sequential,medium,surprising-masked,77.8906041547551,74.9007051648561,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,10
f1,gpt-5.6-terra,Codex,deliberative,medium,expected-unmasked,66.86371025902399,52.85428378051497,77.98653940299175,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
f1,gpt-5.6-terra,Codex,deliberative,medium,expected-masked,78.07655146785581,74.38424377554813,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,3
f1,gpt-5.6-terra,Codex,deliberative,medium,surprising-unmasked,48.14539868875812,33.6833066825629,61.24649313962872,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,7
f1,gpt-5.6-terra,Codex,deliberative,medium,surprising-masked,76.42328172547337,71.50673035171515,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-5.6-luna,Codex,persistent,medium,expected-unmasked,18.819925841380694,6.70047446166849,31.096037110896724,run bootstrap,available,10000,10,10,9,1,0,0,10,10,8,10,9
f1,gpt-5.6-luna,Codex,persistent,medium,expected-masked,48.863424654099234,31.996285424364928,64.7171393941574,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,7
f1,gpt-5.6-luna,Codex,persistent,medium,surprising-unmasked,30.038653533438616,16.150337528342643,43.024920091238236,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
f1,gpt-5.6-luna,Codex,persistent,medium,surprising-masked,53.32304804778272,41.34862885982667,64.9554887274251,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,7
f1,gpt-5.6-luna,Codex,sequential,medium,expected-unmasked,6.875363417107081,0.0,13.75996436312405,run bootstrap,available,10000,10,10,10,0,0,0,10,10,8,10,9
f1,gpt-5.6-luna,Codex,sequential,medium,expected-masked,63.99856975354294,54.131792112492604,73.27180562094385,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
f1,gpt-5.6-luna,Codex,sequential,medium,surprising-unmasked,9.098289329018877,0.0,18.32778394376618,run bootstrap,available,10000,10,10,10,0,0,0,10,10,8,10,10
f1,gpt-5.6-luna,Codex,sequential,medium,surprising-masked,48.300004655539645,32.167177025580706,63.65604714164202,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
f1,gpt-5.6-luna,Codex,deliberative,medium,expected-unmasked,6.7634331813050474,0.0,14.257595207531022,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
f1,gpt-5.6-luna,Codex,deliberative,medium,expected-masked,53.496550592539734,38.72920940998554,67.6575652671147,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
f1,gpt-5.6-luna,Codex,deliberative,medium,surprising-unmasked,16.20777983144914,8.00277010834404,24.292542650140735,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
f1,gpt-5.6-luna,Codex,deliberative,medium,surprising-masked,51.84758387866188,36.185363324763195,66.0108825084232,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,8
f1,claude-opus-5,Custom runner,persistent,medium,expected-unmasked,77.36393672990846,75.0544151704048,79.48381567152515,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
f1,claude-opus-5,Custom runner,persistent,medium,expected-masked,77.90750698542105,76.33811007413807,79.47690389670403,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
f1,claude-opus-5,Custom runner,persistent,medium,surprising-unmasked,77.80020981105578,76.50865407289275,79.0917655492188,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,4,4
f1,claude-opus-5,Custom runner,persistent,medium,surprising-masked,77.06973092594177,73.39430135147077,79.42120718106717,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,5
f1,claude-opus-5,Custom runner,sequential,medium,expected-unmasked,79.3356083812154,78.60640631856077,79.92417061611374,run bootstrap,available,10000,5,5,4,1,0,0,5,5,5,5,5
f1,claude-opus-5,Custom runner,sequential,medium,expected-masked,77.90893980239906,76.99117938253639,78.82670022226174,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
f1,claude-opus-5,Custom runner,sequential,medium,surprising-unmasked,78.11258487545979,76.76907984407961,79.25771410011188,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
f1,claude-opus-5,Custom runner,sequential,medium,surprising-masked,74.92055606499223,69.94879963590851,78.72677487746884,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,5
f1,claude-opus-5,Custom runner,deliberative,medium,expected-unmasked,79.08538981023626,78.47939828924562,79.64004132608956,run bootstrap,available,10000,5,5,4,1,0,0,5,5,5,5,3
f1,claude-opus-5,Custom runner,deliberative,medium,expected-masked,78.84785103350765,78.21599025706855,79.53244557176072,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
f1,claude-opus-5,Custom runner,deliberative,medium,surprising-unmasked,77.6686098635557,75.15756064384493,79.24337618121339,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,5
f1,claude-opus-5,Custom runner,deliberative,medium,surprising-masked,78.16659299381264,76.50348315678976,79.47677443329616,run bootstrap,available,10000,5,5,4,1,0,0,5,5,5,5,5
f1,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,expected-unmasked,76.64285714285714,69.92857142857142,80.0,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,9,3
f1,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,expected-masked,79.07952333475762,77.64534966528984,80.0,run bootstrap,available,10000,10,10,8,2,0,0,10,10,9,8,4
f1,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,surprising-unmasked,67.93939393939394,51.27272727272727,78.66666666666666,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
f1,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,surprising-masked,79.83505154639175,79.50515463917525,80.0,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,9,8
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,expected-unmasked,74.0,65.0,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,1
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,expected-masked,71.5945871306269,58.45677989505661,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,surprising-unmasked,73.0,63.0,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,surprising-masked,70.60651629072682,61.14786967418546,79.15789473684211,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,10,6
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,expected-unmasked,61.99999999999999,53.0,71.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,2
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,expected-masked,71.6183368869936,59.18976545842217,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,surprising-unmasked,65.42657342657343,56.18648018648018,73.33333333333334,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,surprising-masked,75.5,69.5,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,expected-unmasked,68.0,59.0,77.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,2
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,expected-masked,62.40925740925741,44.94405594405595,76.23809523809523,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,surprising-unmasked,71.0,62.0,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,2
f1,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,surprising-masked,65.6921944035346,54.54933726067746,76.6701030927835,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,expected-unmasked,54.534322820037104,47.17068645640073,63.63636363636364,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,expected-masked,79.14285714285714,77.42857142857143,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,3
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,surprising-unmasked,61.147987110028204,50.29203272657524,71.90094186954573,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,10,9
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,surprising-masked,79.77777777777777,79.33333333333333,80.0,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,7
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,expected-unmasked,56.02090592334494,40.8780487804878,69.1637630662021,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,expected-masked,80.0,80.0,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,surprising-unmasked,66.7749399160862,55.47562018819504,76.48865534237646,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,9
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,surprising-masked,79.0,77.0,80.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,expected-unmasked,70.80487804878048,61.80487804878048,79.41463414634146,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,4
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,expected-masked,79.2289156626506,77.6867469879518,80.0,run bootstrap,available,10000,10,10,7,3,0,0,10,10,10,10,6
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,surprising-unmasked,70.66509433962264,62.411949685534594,78.41509433962264,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
f1,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,surprising-masked,80.0,80.0,80.0,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,10,5
exploration,gpt-6-astra,Codex,persistent,medium,expected-unmasked,65.75555555555555,65.55555555555554,65.97777777777779,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
exploration,gpt-6-astra,Codex,persistent,medium,expected-masked,64.3111111111111,64.13333333333334,64.44444444444444,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-6-astra,Codex,persistent,medium,surprising-unmasked,65.2,65.0,65.33333333333334,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,9
exploration,gpt-6-astra,Codex,persistent,medium,surprising-masked,64.46666666666667,64.13333333333334,64.86666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-6-astra,Codex,sequential,medium,expected-unmasked,65.64444444444445,65.5111111111111,65.77777777777779,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,8
exploration,gpt-6-astra,Codex,sequential,medium,expected-masked,65.95555555555556,64.15555555555555,68.35555555555555,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
exploration,gpt-6-astra,Codex,sequential,medium,surprising-unmasked,66.2,64.93333333333335,68.46666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
exploration,gpt-6-astra,Codex,sequential,medium,surprising-masked,64.8,64.2,65.6,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-6-astra,Codex,deliberative,medium,expected-unmasked,66.28888888888889,65.15555555555557,68.2,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
exploration,gpt-6-astra,Codex,deliberative,medium,expected-masked,64.08888888888889,63.91111111111111,64.26666666666668,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-6-astra,Codex,deliberative,medium,surprising-unmasked,64.8,64.66666666666666,65.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
exploration,gpt-6-astra,Codex,deliberative,medium,surprising-masked,64.26666666666667,63.86666666666666,64.6,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-5.6-sol,Codex,persistent,medium,expected-unmasked,66.0,65.73333333333333,66.26666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,9
exploration,gpt-5.6-sol,Codex,persistent,medium,expected-masked,61.68888888888889,59.866666666666674,63.2,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
exploration,gpt-5.6-sol,Codex,persistent,medium,surprising-unmasked,60.46666666666667,50.266666666666666,65.86666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,9
exploration,gpt-5.6-sol,Codex,persistent,medium,surprising-masked,62.266666666666666,61.333333333333336,63.06666666666668,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-5.6-sol,Codex,sequential,medium,expected-unmasked,60.44444444444444,49.11111111111111,66.22222222222223,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
exploration,gpt-5.6-sol,Codex,sequential,medium,expected-masked,61.37777777777778,60.4,62.22222222222223,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,10
exploration,gpt-5.6-sol,Codex,sequential,medium,surprising-unmasked,60.46666666666667,50.0,65.99999999999999,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
exploration,gpt-5.6-sol,Codex,sequential,medium,surprising-masked,62.13333333333333,60.73333333333333,63.26666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-5.6-sol,Codex,deliberative,medium,expected-unmasked,54.044444444444444,37.86666666666666,65.82222222222222,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-5.6-sol,Codex,deliberative,medium,expected-masked,61.422222222222224,60.62222222222222,62.26666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-5.6-sol,Codex,deliberative,medium,surprising-unmasked,40.53333333333333,25.6,55.46666666666666,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
exploration,gpt-5.6-sol,Codex,deliberative,medium,surprising-masked,61.4,60.46666666666666,62.266666666666666,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
exploration,gpt-5.6-terra,Codex,persistent,medium,expected-unmasked,59.2,46.488888888888894,65.95555555555556,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,4
exploration,gpt-5.6-terra,Codex,persistent,medium,expected-masked,63.111111111111114,61.466666666666676,64.44444444444446,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
exploration,gpt-5.6-terra,Codex,persistent,medium,surprising-unmasked,65.6,64.80000000000001,66.2,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
exploration,gpt-5.6-terra,Codex,persistent,medium,surprising-masked,64.0,62.133333333333326,65.13333333333334,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-5.6-terra,Codex,sequential,medium,expected-unmasked,64.93333333333334,63.866666666666674,65.91111111111111,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,8
exploration,gpt-5.6-terra,Codex,sequential,medium,expected-masked,61.2,59.06666666666668,63.11111111111112,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
