llm,harness,workflow,view,version,run_id,status,input_tokens,cached_input_tokens,output_tokens,gpu_hours,gpu_kwh,estimated_cost_usd,reported_missing_token_calls,unaccounted_infrastructure_attempts,cost_basis
gpt-5.6-sol,Codex,sequential,masked,surprising,1a87643398283251__sequential__sol_medium__r006,completed,3850332,260864,157508,,,17.612377600000002,0,2,Standard API
gpt-5.6-sol,Codex,sequential,masked,surprising,1a87643398283251__sequential__sol_medium__r007,completed,3461820,274176,176093,,,16.3821064,0,0,Standard API
gpt-5.6-sol,Codex,sequential,masked,surprising,1a87643398283251__sequential__sol_medium__r008,completed,3730215,225792,171824,,,17.5444888,0,0,Standard API
gpt-5.6-sol,Codex,sequential,masked,surprising,1a87643398283251__sequential__sol_medium__r009,completed,3943131,237312,182964,,,18.5774808,0,0,Standard API
gpt-5.6-sol,Codex,sequential,masked,surprising,1a87643398283251__sequential__sol_medium__r010,completed,3524588,288256,177642,,,16.6134704,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r001,completed,3898995,228096,173376,,,18.2423544,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r002,completed,3558424,254464,172678,,,16.7711856,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r003,completed,3773400,274048,169141,,,17.4898472,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r004,completed,3879803,333568,193223,,,18.1828272,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r005,completed,3609800,298496,171253,,,16.7896744,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r006,completed,3965519,318464,183049,,,18.376585600000002,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r007,completed,3906955,395648,172338,,,17.6502472,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r008,completed,3724165,317824,166361,,,17.0797136,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r009,completed,3508788,225792,158057,,,16.383440800000002,0,1,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__sol_medium__r010,completed,3857422,256128,187350,,,18.254627199999998,0,2,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r001,completed,3761942,232704,173144,,,17.6729136,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r002,completed,4050242,239744,188499,,,19.1078696,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r003,completed,3899903,228096,199534,,,18.769146399999997,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r004,completed,3992058,301440,195471,,,18.792468,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r005,completed,3532323,230400,173464,,,16.769132,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r006,completed,3781855,223488,171041,,,17.7436832,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r007,completed,3710638,370560,169349,,,16.895516,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r008,completed,3673555,359424,196147,,,17.323233600000002,0,0,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r009,completed,4079239,232704,181271,,,19.1046416,0,1,Standard API
gpt-5.6-sol,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__sol_medium__r010,completed,3830233,228096,204733,,,18.5944464,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r001,completed,10587764,722432,532981,,,50.409920799999995,0,1,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r002,completed,11293437,801536,540874,,,53.1056984,0,1,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r003,completed,11485060,765440,562507,,,54.434796,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r004,completed,10655114,686592,542905,,,51.0068248,0,2,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r005,completed,10346916,684288,476053,,,48.4452872,0,2,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r006,completed,11003185,754432,539009,,,52.0769648,0,2,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r007,completed,11143416,724608,544896,,,52.8629952,0,2,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r008,completed,10999308,812928,547116,,,52.0130112,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r009,completed,11384798,787712,567310,,,54.049628799999994,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r010,completed,10033542,749312,488927,,,47.215184799999996,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r001,completed,11277030,745472,637958,,,55.183580799999994,0,1,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r002,completed,10806703,717568,490301,,,50.4495872,0,1,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r003,completed,10768652,686592,558575,,,51.7743768,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r004,completed,10958063,714496,524439,,,51.7488464,0,2,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r005,completed,12167394,736256,563892,,,57.2968944,0,2,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r006,completed,10401578,735616,495590,,,48.8698944,0,2,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r007,completed,11430142,688896,567712,,,54.5947824,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r008,failed,10393430,786560,517644,,,49.094984,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r009,completed,11180490,743808,608689,,,54.218031200000006,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__sol_medium__r010,completed,10829673,755968,508157,,,50.760347200000005,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r001,completed,11833798,695808,564346,,,56.117203200000006,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r002,completed,11319618,1006592,576433,,,53.183400799999994,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r003,completed,11033674,956544,516648,,,51.024097600000005,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r004,completed,9499673,776832,485881,,,44.919716799999996,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r005,completed,12214983,818048,550322,,,56.9213992,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r006,completed,10822405,965376,561581,,,51.0458864,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r007,completed,10283490,766080,521643,,,48.808932,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r008,completed,11218113,811904,606973,,,54.089057600000004,0,1,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r009,completed,10734225,716544,502846,,,50.4142616,0,1,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r010,completed,11130416,763008,527056,,,52.315955200000005,0,1,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r001,completed,11713718,990208,588238,,,55.054883200000006,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r002,completed,10771631,873344,603327,,,52.0090256,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r003,completed,11161712,944000,639798,,,54.044408,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r004,completed,11254508,905344,533554,,,52.4298736,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r005,completed,12213687,929536,627741,,,58.063238399999996,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r006,completed,11840014,1154176,644112,,,56.0872624,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r007,completed,12702037,882688,547575,,,58.581971200000005,0,0,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r008,completed,11989537,884352,631211,,,57.3987008,0,2,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r009,completed,11457257,716672,540218,,,54.053368799999994,0,1,Standard API
gpt-5.6-sol,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r010,failed,12473740,755968,616034,,,59.4941552,14,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r001,completed,4954593,179200,71300,,,10.442226,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r002,completed,5087595,179200,54295,,,10.50417,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r003,completed,5044598,233216,45312,,,10.213151199999999,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r004,completed,5312821,179200,68153,,,11.120918,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r005,completed,5125791,182784,74554,,,10.817218800000001,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r006,completed,4987761,179200,68888,,,10.479618,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r007,completed,5240400,179200,40273,,,10.641516,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r008,completed,4738597,179200,60459,,,9.880142,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r009,completed,4844185,179200,50192,,,9.968114,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__terra_medium__r010,completed,4868768,177408,52338,,,10.046257599999999,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r001,completed,4441197,179200,48544,,,9.142362,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r002,completed,4593345,214528,58805,,,9.5061996,0,2,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r003,completed,4868671,220928,58566,,,10.0424636,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r004,completed,5720170,235520,75008,,,11.9165,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r005,completed,5410611,180992,67563,,,11.3061924,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r006,completed,4788235,179200,65482,,,10.039694,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r007,completed,4591616,179200,64260,,,9.631792,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r008,completed,5304583,179200,69061,,,11.115338,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r009,completed,4318161,182784,44688,,,8.843566800000001,0,0,Standard API
gpt-5.6-terra,Codex,persistent,masked,surprising,1a87643398283251__persistent__terra_medium__r010,completed,5484934,180992,63490,,,11.4059624,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r001,completed,4533003,179200,52848,,,9.377622,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r002,completed,5315492,182784,69038,,,11.1304288,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r003,completed,4899111,180992,56058,,,10.1451324,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r004,completed,4606430,179200,54927,,,9.549424,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r005,completed,5203715,179200,53860,,,10.73119,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r006,completed,4778305,173824,48379,,,9.824274800000001,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r007,completed,4797350,180992,52052,,,9.8935384,1,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r008,completed,5263190,353024,62076,,,10.635848800000002,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r009,completed,4782424,180992,54985,,,9.8988824,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__terra_medium__r010,completed,4716012,177408,56480,,,9.790449599999999,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r001,completed,4637552,179200,46339,,,9.508612,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r002,completed,4837634,179200,50751,,,9.96172,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r003,completed,5033113,180992,54395,,,10.3931804,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r004,completed,5144655,175616,56197,,,10.647565199999999,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r005,completed,4502234,179200,46946,,,9.24526,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r006,completed,4535037,179200,51796,,,9.369066,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r007,completed,5322920,173824,61930,,,11.076116800000001,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r008,completed,4760009,180992,57017,,,9.8784364,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r009,completed,4702069,182784,55262,,,9.7382708,0,0,Standard API
gpt-5.6-terra,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__terra_medium__r010,completed,4636597,177408,57875,,,9.6483596,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r001,completed,2243216,175616,61356,,,4.9065952,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r002,completed,2139553,173824,61397,,,4.7029868,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r003,failed,2433148,192768,69802,,,5.356937599999999,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r004,completed,2169897,180992,70547,,,4.860572400000001,0,1,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r005,completed,1980274,179200,57151,,,4.3238,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r006,completed,2419631,179200,66594,,,5.31583,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r007,completed,1962170,194048,52807,,,4.208737599999999,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r008,completed,2035152,180992,71020,,,4.596758400000001,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r009,completed,2082691,177408,52914,,,4.481015599999999,0,1,Standard API
gpt-5.6-terra,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__terra_medium__r010,completed,2096072,179200,58348,,,4.56976,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r001,completed,2008613,180992,55889,,,4.3621084,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r002,completed,2121310,177408,61703,,,4.6637216,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r003,completed,2220271,197888,54391,,,4.7370356,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r004,completed,2029185,198656,65427,,,4.485913200000001,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r005,completed,1971763,179200,59016,,,4.329158,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r006,completed,2195540,200960,61825,,,4.771252,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r007,completed,1901489,194816,58281,,,4.1516812000000005,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r008,completed,2159216,177408,59774,,,4.7163856,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r009,completed,2046017,180992,50795,,,4.3757884,0,0,Standard API
gpt-5.6-terra,Codex,sequential,masked,surprising,1a87643398283251__sequential__terra_medium__r010,completed,2194610,179200,56270,,,4.7419,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r001,completed,1818364,179200,60489,,,4.040036,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r002,completed,2023165,177408,58759,,,4.4321036,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r003,completed,2072192,177408,54113,,,4.4744056,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r004,completed,2057927,170240,58118,,,4.506838,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r005,completed,2020990,199936,60677,,,4.4102192,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r006,completed,2177687,173824,60728,,,4.7712268,1,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r007,completed,2053946,170240,60465,,,4.52704,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r008,completed,2148001,175616,58262,,,4.6790372,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r009,completed,1878603,180992,55540,,,4.0979004,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__terra_medium__r010,completed,2275280,196864,63574,,,4.9590928,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r001,completed,1947878,179200,54068,,,4.222012,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r002,completed,2186056,177408,60385,,,4.7773976,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r003,completed,1866792,179200,57673,,,4.1031,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r004,completed,1946264,179200,55397,,,4.234732,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r005,completed,2352122,175616,68155,,,5.2059952,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r006,completed,2058983,172032,57309,,,4.4960164,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r007,completed,2049770,172032,53520,,,4.432122400000001,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r008,completed,2053551,196608,58512,,,4.455351599999999,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r009,completed,1994408,177408,61115,,,4.4028616,0,0,Standard API
gpt-5.6-terra,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__terra_medium__r010,completed,1980778,216576,51546,,,4.1902712,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r001,completed,7247209,537600,174115,,,15.616118,0,1,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r002,completed,5879120,609280,164338,,,12.633592,0,2,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r003,completed,6397135,625920,186175,,,13.901714,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r004,completed,6154882,537600,183738,,,13.54694,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r005,completed,5721076,537600,148061,,,12.251204,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r006,completed,5756117,575488,182726,,,12.6690676,0,3,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r007,completed,6613872,537600,182853,,,14.4543,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r008,completed,5523206,535808,157062,,,11.9667016,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r009,completed,5694112,535808,174621,,,12.5192216,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__terra_medium__r010,completed,5126109,548608,160330,,,11.1886836,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r001,completed,5069835,535808,145811,,,10.9249476,0,2,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r002,completed,5305947,553984,153189,,,11.4529908,0,1,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r003,completed,6187321,579840,175141,,,13.432622,0,1,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r004,completed,5990778,550144,174559,,,13.086004800000001,1,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r005,completed,4990332,548096,139791,,,10.671583199999999,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r006,completed,6327655,573696,168479,,,13.6444052,0,3,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r007,completed,5622219,555264,163317,,,12.204766800000002,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r008,completed,5957565,535808,154113,,,12.8000316,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r009,completed,5188738,535808,160931,,,11.344193599999999,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__terra_medium__r010,completed,6025656,535808,166329,,,13.0828056,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r001,completed,5090694,550144,161060,,,11.123848800000001,1,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r002,completed,5428187,544256,166404,,,11.8735612,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r003,completed,5450694,535808,153223,,,11.7756096,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r004,completed,5214922,534016,158500,,,11.3706152,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r005,completed,5509680,534016,162820,,,12.0119712,0,0,Standard API
