job_id,family,task,variant,replicate,model_id,harness_id,max_iterations,submitted_iterations,structured_claims,unique_structured_claims,primary_recovered,primary_iteration,strict_recovered,strict_iteration,terminal_failure,recovery_at_95,confirmed_recovered,confirmed_iteration,interaction_confirmed_recovered,interaction_confirmed_iteration,recovery_at_exact_membership,capped_iterations
job_0210,clinical,crc,named,2,gpt-5.6-luna,work-structured-v2,25,25,25,25,False,,False,,False,False,False,,False,,False,25
job_0211,clinical,nsclc,anonymized,3,gpt-5.6-luna,work-structured-v2,25,25,25,17,False,,False,,False,False,False,,False,,False,25
job_0212,depmap,depmap,anonymized,22,gpt-5.6-luna,work-structured-v2,10,10,26,24,False,,False,,False,False,False,,False,,False,10
job_0213,clinical,prostate,anonymized,16,gpt-5.6-luna,work-structured-v2,25,25,25,22,False,,False,,False,False,False,,False,,False,25
job_0214,clinical,nsclc,named,2,gpt-5.6-luna,work-structured-v2,25,25,28,24,False,,False,,False,False,False,,False,,False,25
job_0215,clinical,aml,named,3,gpt-5.6-luna,work-structured-v2,25,25,25,25,True,17.0,True,17.0,False,True,True,17.0,False,,True,17
job_0216,clinical,aml,anonymized,6,gpt-5.6-luna,work-structured-v2,25,25,25,21,False,,False,,False,False,False,,False,,False,25
job_0217,clinical,breast,named,18,gpt-5.6-luna,work-structured-v2,25,25,25,24,False,,False,,False,False,False,,False,,False,25
job_0218,clinical,prostate,named,7,gpt-5.6-luna,work-structured-v2,25,25,25,25,False,,False,,False,False,False,,False,,False,25
job_0219,depmap,depmap,named,6,gpt-5.6-luna,work-structured-v2,10,10,0,0,False,,False,,True,False,False,,False,,False,10
job_0220,depmap,depmap,named,8,gpt-5.6-luna,work-structured-v2,10,10,34,29,False,,False,,False,False,False,,False,,False,10
job_0221,clinical,aml,anonymized,18,gpt-5.6-luna,work-structured-v2,25,25,25,23,False,,False,,False,False,False,,False,,False,25
job_0222,clinical,aml,anonymized,2,gpt-5.6-luna,work-structured-v2,25,25,28,23,False,,False,,False,False,False,,False,,False,25
job_0223,depmap,depmap,anonymized,9,gpt-5.6-luna,work-structured-v2,10,10,20,20,False,,False,,False,False,False,,False,,False,10
job_0224,depmap,depmap,anonymized,20,gpt-5.6-luna,work-structured-v2,10,10,37,34,False,,False,,False,False,False,,False,,False,10
job_0225,clinical,nsclc,named,16,gpt-5.6-luna,work-structured-v2,25,25,25,25,False,,False,,False,False,False,,False,,False,25
job_0226,depmap,depmap,named,14,gpt-5.6-luna,work-structured-v2,10,10,53,43,False,,False,,False,False,False,,False,,False,10
job_0227,clinical,nsclc,named,8,gpt-5.6-luna,work-structured-v2,25,25,25,19,False,,False,,False,False,False,,False,,False,25
job_0228,clinical,crc,named,1,gpt-5.6-luna,work-structured-v2,25,25,25,20,False,,False,,False,False,False,,False,,False,25
job_0229,clinical,crc,named,14,gpt-5.6-luna,work-structured-v2,25,25,0,0,False,,False,,True,False,False,,False,,False,25
job_0230,depmap,depmap,anonymized,6,gpt-5.6-luna,work-structured-v2,10,10,10,10,False,,False,,False,False,False,,False,,False,10
job_0231,clinical,nsclc,named,4,gpt-5.6-luna,work-structured-v2,25,25,25,23,False,,False,,False,False,False,,False,,False,25
job_0232,clinical,breast,named,10,gpt-5.6-luna,work-structured-v2,25,25,25,23,False,,False,,False,False,False,,False,,False,25
job_0233,clinical,prostate,anonymized,18,gpt-5.6-luna,work-structured-v2,25,25,25,24,False,,False,,False,False,False,,False,,False,25
job_0234,depmap,depmap,anonymized,16,gpt-5.6-luna,work-structured-v2,10,10,38,28,False,,False,,False,False,False,,False,,False,10
job_0235,clinical,crc,named,4,gpt-5.6-luna,work-structured-v2,25,25,25,25,False,,False,,False,False,False,,False,,False,25
job_0236,clinical,breast,anonymized,20,gpt-5.6-luna,work-structured-v2,25,25,25,25,False,,False,,False,False,False,,False,,False,25
job_0237,depmap,depmap,named,3,gpt-5.6-luna,work-structured-v2,10,10,96,89,False,,False,,False,False,False,,False,,False,10
job_0238,clinical,nsclc,named,6,gpt-5.6-luna,work-structured-v2,25,25,25,23,False,,False,,False,False,False,,False,,False,25
job_0239,clinical,nsclc,anonymized,5,gpt-5.6-luna,work-structured-v2,25,25,27,26,False,,False,,False,False,False,,False,,False,25
job_0240,clinical,prostate,named,9,gpt-5.6-luna,work-structured-v2,25,25,53,53,False,,False,,False,False,False,,False,,False,25
job_0241,clinical,crc,named,17,gpt-5.6-luna,work-structured-v2,25,25,30,27,False,,False,,False,False,False,,False,,False,25
job_0242,clinical,breast,named,2,gpt-5.6-luna,work-structured-v2,25,25,39,34,False,,False,,False,False,False,,False,,False,25
job_0243,clinical,aml,named,14,gpt-5.6-luna,work-structured-v2,25,25,25,21,False,,False,,False,False,False,,False,,False,25
job_0244,clinical,aml,named,4,gpt-5.6-luna,work-structured-v2,25,25,85,78,False,,False,,False,False,False,,False,,False,25
job_0245,clinical,aml,named,17,gpt-5.6-luna,work-structured-v2,25,25,25,24,False,,False,,False,False,False,,False,,False,25
job_0246,clinical,nsclc,anonymized,6,gpt-5.6-luna,work-structured-v2,25,25,25,25,False,,False,,False,False,False,,False,,False,25
job_0247,clinical,aml,anonymized,19,gpt-5.6-luna,work-structured-v2,25,25,27,19,False,,False,,False,False,False,,False,,False,25
job_0248,clinical,prostate,anonymized,19,gpt-5.6-luna,work-structured-v2,25,25,25,25,False,,False,,False,False,False,,False,,False,25
job_0249,clinical,prostate,named,16,gpt-5.6-luna,work-structured-v2,25,25,25,24,False,,False,,False,False,False,,False,,False,25
job_0250,depmap,depmap,anonymized,2,gpt-5.6-luna,work-structured-v2,10,10,37,28,False,,False,,False,False,False,,False,,False,10
